PMID,Sentence,Found Terms,Classification
39148898,"Most jurisdictions globally prohibit some or all aspects of sex work with New Zealand constituting a notable exception, where sex work has been decriminalized and regulated via OHS guidelines.",Sex Work,LABEL_1
39148898,"Most jurisdictions globally prohibit some or all aspects of sex work with New Zealand constituting a notable exception, where sex work has been decriminalized and regulated via OHS guidelines.",Sex Work,LABEL_0
39140081,Patient-Reported Impact of Symptoms in Spinal and Bulbar Muscular Atrophy.,Atrophy,LABEL_0
39140081,Patient-Reported Impact of Symptoms in Spinal and Bulbar Muscular Atrophy.,Muscular Atrophy,LABEL_0
39140081,Patient-Reported Impact of Symptoms in Spinal and Bulbar Muscular Atrophy.,Muscular Atrophy,LABEL_0
39140081,The aim of this study was to determine the frequency and relative importance of symptoms experienced by patients with spinal and bulbar muscular atrophy (SBMA).,Atrophy,LABEL_0
39140081,The aim of this study was to determine the frequency and relative importance of symptoms experienced by patients with spinal and bulbar muscular atrophy (SBMA).,Muscular Atrophy,LABEL_0
39135609,"Recent studies suggest that lipid-lowering agents (LLA) may reduce chronic periodontitis, but it is unknown whether this benefit extends to people with type 2 diabetes (T2D).",Chronic Periodontitis,LABEL_0
39135609,"Recent studies suggest that lipid-lowering agents (LLA) may reduce chronic periodontitis, but it is unknown whether this benefit extends to people with type 2 diabetes (T2D).",Periodontitis,LABEL_0
39132937,Plain language summary of zanubrutinib or ibrutinib in chronic lymphocytic leukemia that is resistant to treatment or has come back after treatment.,Leukemia,LABEL_0
39132461,Severe Multivessel Coronary Vasospasm Secondary to 5-Fluorouracil Mimicking ST-Segment Elevation Myocardial Infarction.,Myocardial Infarction,LABEL_0
39132461,Severe Multivessel Coronary Vasospasm Secondary to 5-Fluorouracil Mimicking ST-Segment Elevation Myocardial Infarction.,Coronary Vasospasm,LABEL_0
39132216,Residual Pulmonary Vascular Obstruction Following Mechanical Thrombectomy for Submassive Pulmonary Embolism: A Single-Center Analysis.,Pulmonary Embolism,LABEL_1
39132216,"Residual pulmonary vascular obstruction (RPVO) following pulmonary embolism (PE) is associated with residual dyspnea, recurrent venous thromboembolism, and chronic thromboembolic pulmonary hypertension.",Venous Thromboembolism,LABEL_0
39132216,"Residual pulmonary vascular obstruction (RPVO) following pulmonary embolism (PE) is associated with residual dyspnea, recurrent venous thromboembolism, and chronic thromboembolic pulmonary hypertension.",Venous Thromboembolism,LABEL_0
39132216,"Residual pulmonary vascular obstruction (RPVO) following pulmonary embolism (PE) is associated with residual dyspnea, recurrent venous thromboembolism, and chronic thromboembolic pulmonary hypertension.",Venous Thromboembolism,LABEL_0
39132216,"Residual pulmonary vascular obstruction (RPVO) following pulmonary embolism (PE) is associated with residual dyspnea, recurrent venous thromboembolism, and chronic thromboembolic pulmonary hypertension.",Embolism,LABEL_0
39132216,"Residual pulmonary vascular obstruction (RPVO) following pulmonary embolism (PE) is associated with residual dyspnea, recurrent venous thromboembolism, and chronic thromboembolic pulmonary hypertension.",Pulmonary Embolism,LABEL_0
39132216,"Residual pulmonary vascular obstruction (RPVO) following pulmonary embolism (PE) is associated with residual dyspnea, recurrent venous thromboembolism, and chronic thromboembolic pulmonary hypertension.",Thromboembolism,LABEL_0
39132216,"Residual pulmonary vascular obstruction (RPVO) following pulmonary embolism (PE) is associated with residual dyspnea, recurrent venous thromboembolism, and chronic thromboembolic pulmonary hypertension.",Thromboembolism,LABEL_0
39132216,"Residual pulmonary vascular obstruction (RPVO) following pulmonary embolism (PE) is associated with residual dyspnea, recurrent venous thromboembolism, and chronic thromboembolic pulmonary hypertension.",Thromboembolism,LABEL_0
39132190,Current Diagnostic Algorithms May Fail to Identify Black Americans With Celiac Disease.,Celiac Disease,LABEL_0
39132190,Current Diagnostic Algorithms May Fail to Identify Black Americans With Celiac Disease.,Celiac Disease,LABEL_0
39132190,Current Diagnostic Algorithms May Fail to Identify Black Americans With Celiac Disease.,Disease,LABEL_0
39131968,PICS/AEPC/APPCS/CSANZ/SCAI/SOLACI: Expert Consensus Statement on Cardiac Catheterization for Pediatric Patients and Adults With Congenital Heart Disease.,Cardiac Catheterization,LABEL_0
39131152,Cachexia is a metabolic syndrome defined by a loss of more than 5% of body weight in patients with chronic diseases.,Cachexia,LABEL_1
39131152,Cachexia is a metabolic syndrome defined by a loss of more than 5% of body weight in patients with chronic diseases.,Metabolic Syndrome,LABEL_1
39131152,Cachexia is a metabolic syndrome defined by a loss of more than 5% of body weight in patients with chronic diseases.,Metabolic Diseases,LABEL_0
39131148,A healthy male from a family lacking history of cancer had his first cancer-screening colonoscopy at age 56.,Colonoscopy,LABEL_0
39131148,A healthy male from a family lacking history of cancer had his first cancer-screening colonoscopy at age 56.,Family,LABEL_0
39131147,We describe a rare case of sigmoid colon cavernous hemangioma in a 49-year-old male who underwent colonoscopy for lower abdominal pain and revealed a large pedunculated polyp in the sigmoid colon measuring 1.7 cm in diameter.,Colonoscopy,LABEL_0
39131145,"α-Fetoprotein, α-Fetoprotein-L3, and Des-γ-Carboxy Prothrombin Stratify Hepatocellular Carcinoma Treatment Response and Progression Risk.",Carcinoma,LABEL_0
39131145,"α-Fetoprotein, α-Fetoprotein-L3, and Des-γ-Carboxy Prothrombin Stratify Hepatocellular Carcinoma Treatment Response and Progression Risk.",Carcinoma,LABEL_0
39131145,"α-Fetoprotein, α-Fetoprotein-L3, and Des-γ-Carboxy Prothrombin Stratify Hepatocellular Carcinoma Treatment Response and Progression Risk.",Hepatocellular,LABEL_0
39131145,"α-Fetoprotein, α-Fetoprotein-L3, and Des-γ-Carboxy Prothrombin Stratify Hepatocellular Carcinoma Treatment Response and Progression Risk.",Hepatocellular,LABEL_0
39131145,Assessing aggressive biology at early-stage hepatocellular carcinoma (HCC) diagnosis remains challenging.,Carcinoma,LABEL_0
39131144,Insulin resistance and inflammation underlie the pathogenesis of the disease.,Insulin Resistance,LABEL_0
39131144,Insulin resistance and inflammation underlie the pathogenesis of the disease.,Inflammation,LABEL_0
39131076,"A significant proportion of patients remain symptomatic with poor HF-related outcomes including rehospitalization, progression of disease, and mortality.",Disease,LABEL_0
39131076,"A significant proportion of patients remain symptomatic with poor HF-related outcomes including rehospitalization, progression of disease, and mortality.",Disease Progression,LABEL_0
39131070,Hemodynamic Monitoring Devices in the Management of Outpatient Heart Failure.,Heart Failure,LABEL_0
39131070,Hemodynamic Monitoring Devices in the Management of Outpatient Heart Failure.,Heart Failure,LABEL_0
39131070,Hemodynamic Monitoring Devices in the Management of Outpatient Heart Failure.,Hemodynamic Monitoring,LABEL_0
39131070,Hemodynamic Monitoring Devices in the Management of Outpatient Heart Failure.,Hemodynamic Monitoring,LABEL_0
39131070,Invasive hemodynamic monitoring in the ambulatory setting has been an area of focus for the last several decades as a possible proactive strategy aiding in the evaluation and management of the heart failure population.,Hemodynamic Monitoring,LABEL_0
39131069,Role of Lymphatics in Heart Failure.,Heart Failure,LABEL_0
39131069,Role of Lymphatics in Heart Failure.,Role,LABEL_0
39131069,"The lymphatic system plays a crucial, yet often overlooked, role in maintaining fluid homeostasis, and its dysregulation is a key feature of heart failure (HF).",Role,LABEL_0
39131067,"Transcatheter atrial shunt therapies, designed to dynamically lower left atrial (LA) pressure by shunting blood into the larger reservoir of the right atrium and central veins, have been developed as a novel treatment for heart failure (HF) over the past 10+ years.",Heart Failure,LABEL_1
39131067,"Transcatheter atrial shunt therapies, designed to dynamically lower left atrial (LA) pressure by shunting blood into the larger reservoir of the right atrium and central veins, have been developed as a novel treatment for heart failure (HF) over the past 10+ years.",Atrial Pressure,LABEL_0
39131067,"Transcatheter atrial shunt therapies, designed to dynamically lower left atrial (LA) pressure by shunting blood into the larger reservoir of the right atrium and central veins, have been developed as a novel treatment for heart failure (HF) over the past 10+ years.",Atrial Pressure,LABEL_0
39131067,"Transcatheter atrial shunt therapies, designed to dynamically lower left atrial (LA) pressure by shunting blood into the larger reservoir of the right atrium and central veins, have been developed as a novel treatment for heart failure (HF) over the past 10+ years.",Treatment Failure,LABEL_0
39131067,"Transcatheter atrial shunt therapies, designed to dynamically lower left atrial (LA) pressure by shunting blood into the larger reservoir of the right atrium and central veins, have been developed as a novel treatment for heart failure (HF) over the past 10+ years.",Blood Pressure,LABEL_0
39131067,"Several atrial shunt devices and procedures are currently in development with several pivotal randomized clinical trials (RCT) underway; however, only 2 sham-controlled RCT (both with the Atrial Shunt Device [Corvia Medical] in HF with EF ≥ 40%) have been reported thus far; a mechanistic RCT (n = 44) that demonstrated a reduction in exercise LA pressure at 1 month and a pivotal RCT (n = 626) that was neutral with no difference in outcomes or health status between shunt and sham groups.",Atrial Pressure,LABEL_1
39131067,"Several atrial shunt devices and procedures are currently in development with several pivotal randomized clinical trials (RCT) underway; however, only 2 sham-controlled RCT (both with the Atrial Shunt Device [Corvia Medical] in HF with EF ≥ 40%) have been reported thus far; a mechanistic RCT (n = 44) that demonstrated a reduction in exercise LA pressure at 1 month and a pivotal RCT (n = 626) that was neutral with no difference in outcomes or health status between shunt and sham groups.",Atrial Pressure,LABEL_0
39131067,"Several atrial shunt devices and procedures are currently in development with several pivotal randomized clinical trials (RCT) underway; however, only 2 sham-controlled RCT (both with the Atrial Shunt Device [Corvia Medical] in HF with EF ≥ 40%) have been reported thus far; a mechanistic RCT (n = 44) that demonstrated a reduction in exercise LA pressure at 1 month and a pivotal RCT (n = 626) that was neutral with no difference in outcomes or health status between shunt and sham groups.",Atrial Pressure,LABEL_1
39131067,"Several atrial shunt devices and procedures are currently in development with several pivotal randomized clinical trials (RCT) underway; however, only 2 sham-controlled RCT (both with the Atrial Shunt Device [Corvia Medical] in HF with EF ≥ 40%) have been reported thus far; a mechanistic RCT (n = 44) that demonstrated a reduction in exercise LA pressure at 1 month and a pivotal RCT (n = 626) that was neutral with no difference in outcomes or health status between shunt and sham groups.",Exercise,LABEL_0
39131067,"Subsequent analyses of the single completed pivotal RCT found that peak exercise pulmonary vascular resistance <1.74 WU plus the absence of a cardiac rhythm management device identified a responder group that benefited from LA unloading with atrial shunt implantation, a finding that is currently being confirmed in a follow-up RCT.",Exercise,LABEL_0
39131067,"Subsequent analyses of the single completed pivotal RCT found that peak exercise pulmonary vascular resistance <1.74 WU plus the absence of a cardiac rhythm management device identified a responder group that benefited from LA unloading with atrial shunt implantation, a finding that is currently being confirmed in a follow-up RCT.",Vascular Resistance,LABEL_0
39131066,"Neurocognitive dysfunction is common in heart failure (HF), with 30% to 80% of patients experiencing some degree of deficits in one or more cognitive domains, including memory, attention, learning ability, executive function, and psychomotor speed.",Cognitive Dysfunction,LABEL_1
39131066,"Although the mechanism is not fully understood, reduced cardiac output, comorbidities, chronic cerebral hypoperfusion, and cardioembolic brain injury leading to cerebral hypoxia and brain damage seem to trigger the neurocognitive dysfunction in HF.",Hypoxia,LABEL_0
39131066,"Although the mechanism is not fully understood, reduced cardiac output, comorbidities, chronic cerebral hypoperfusion, and cardioembolic brain injury leading to cerebral hypoxia and brain damage seem to trigger the neurocognitive dysfunction in HF.",Hypoxia,LABEL_0
39131066,"Although the mechanism is not fully understood, reduced cardiac output, comorbidities, chronic cerebral hypoperfusion, and cardioembolic brain injury leading to cerebral hypoxia and brain damage seem to trigger the neurocognitive dysfunction in HF.",Brain Damage,LABEL_0
39131066,"Although the mechanism is not fully understood, reduced cardiac output, comorbidities, chronic cerebral hypoperfusion, and cardioembolic brain injury leading to cerebral hypoxia and brain damage seem to trigger the neurocognitive dysfunction in HF.",Brain Damage,LABEL_1
39131066,"Although the mechanism is not fully understood, reduced cardiac output, comorbidities, chronic cerebral hypoperfusion, and cardioembolic brain injury leading to cerebral hypoxia and brain damage seem to trigger the neurocognitive dysfunction in HF.",Chronic,LABEL_0
39131066,"Although the mechanism is not fully understood, reduced cardiac output, comorbidities, chronic cerebral hypoperfusion, and cardioembolic brain injury leading to cerebral hypoxia and brain damage seem to trigger the neurocognitive dysfunction in HF.",Chronic,LABEL_0
39131066,"Although the mechanism is not fully understood, reduced cardiac output, comorbidities, chronic cerebral hypoperfusion, and cardioembolic brain injury leading to cerebral hypoxia and brain damage seem to trigger the neurocognitive dysfunction in HF.",Cardiac Output,LABEL_1
39131066,"Although the mechanism is not fully understood, reduced cardiac output, comorbidities, chronic cerebral hypoperfusion, and cardioembolic brain injury leading to cerebral hypoxia and brain damage seem to trigger the neurocognitive dysfunction in HF.",Brain Injury,LABEL_0
39131066,"Although the mechanism is not fully understood, reduced cardiac output, comorbidities, chronic cerebral hypoperfusion, and cardioembolic brain injury leading to cerebral hypoxia and brain damage seem to trigger the neurocognitive dysfunction in HF.",Chronic,LABEL_0
39131066,"Although the mechanism is not fully understood, reduced cardiac output, comorbidities, chronic cerebral hypoperfusion, and cardioembolic brain injury leading to cerebral hypoxia and brain damage seem to trigger the neurocognitive dysfunction in HF.",Chronic,LABEL_0
39131066,"Although the mechanism is not fully understood, reduced cardiac output, comorbidities, chronic cerebral hypoperfusion, and cardioembolic brain injury leading to cerebral hypoxia and brain damage seem to trigger the neurocognitive dysfunction in HF.",Hypoxia,LABEL_0
39131066,"Although the mechanism is not fully understood, reduced cardiac output, comorbidities, chronic cerebral hypoperfusion, and cardioembolic brain injury leading to cerebral hypoxia and brain damage seem to trigger the neurocognitive dysfunction in HF.",Hypoxia,LABEL_0
39131066,"Revascularization by coronary artery bypass grafting carries inherent risks for delirium, cognitive impairment, neurologic injury, and stroke, which are known to exacerbate the risk of neurocognitive dysfunction.",Delirium,LABEL_1
39131066,"Revascularization by coronary artery bypass grafting carries inherent risks for delirium, cognitive impairment, neurologic injury, and stroke, which are known to exacerbate the risk of neurocognitive dysfunction.",Cognitive Dysfunction,LABEL_1
39131066,"Therefore, it is paramount to raise awareness of the neurocognitive consequences in ischemic HF and devise strategies for recognition and prevention as an important target of patient management and personalized decision making that contributes to patient outcomes.",Decision Making,LABEL_0
39131066,"Therefore, it is paramount to raise awareness of the neurocognitive consequences in ischemic HF and devise strategies for recognition and prevention as an important target of patient management and personalized decision making that contributes to patient outcomes.",Decision Making,LABEL_0
39131064,Ischemic heart disease is the largest cause of death worldwide and the most common cause of heart failure (HF).,Heart Failure,LABEL_1
39131064,Ischemic heart disease is the largest cause of death worldwide and the most common cause of heart failure (HF).,Death,LABEL_1
39131064,"There is systematic underutilization of testing for coronary artery disease in patients with HF, and revascularization is performed in an even smaller minority despite evidence for reduced mortality with coronary artery bypass grafting (CABG) over medical therapy in the Surgical Treatment for Ischemic Heart Failure Extension Study.",Coronary Artery Disease,LABEL_0
39131060,"National Trends for Temporary Mechanical Circulatory Support Utilization in Patients With Cardiogenic Shock From Decompensated Chronic Heart Failure: Incidence, Predictors, Outcomes, and Cost.",Shock,LABEL_1
39131060,"National Trends for Temporary Mechanical Circulatory Support Utilization in Patients With Cardiogenic Shock From Decompensated Chronic Heart Failure: Incidence, Predictors, Outcomes, and Cost.",Shock,LABEL_1
39131060,Trends in temporary mechanical circulatory support (tMCS) use with associated outcomes and cost in cardiogenic shock secondary to decompensated chronic heart failure (HF-CS) remains poorly understood.,Heart Failure,LABEL_0
39131059,Reverse Left Ventricular Remodeling With Transcatheter Interventions in Chronic Heart Failure Syndromes: An Updated Appraisal of the Device Landscape.,Ventricular Remodeling,LABEL_1
39131059,Chronic heart failure (HF) is a clinical syndrome of myocardial dysfunction characterized by inadequate cardiac output or preserved output that can only be achieved by sustaining abnormal loading conditions.,Cardiac Output,LABEL_0
39131059,"Morphologically, HF with reduced left ventricular function results in progressive chamber remodeling, meaning the ventricle dilates, operating at larger end-diastolic and end-systolic volumes, and takes on an abnormal, spherical shape that increases wall stress.",Ventricular Remodeling,LABEL_0
39131058,"Advances in echocardiography, computed tomography and cardiac magnetic resonance imaging have refined our ability to diagnose, quantify and characterize SMR.",Magnetic Resonance Imaging,LABEL_0
39131057,Increasing TR severity is associated with an adverse prognosis independent of the pulmonary artery pressure and the degree of right heart failure.,Prognosis,LABEL_0
39130172,"Clinical Outcomes of Percutaneous Coronary Intervention in Amyloidosis, Sarcoidosis, and Hemochromatosis.",Hemochromatosis,LABEL_1
39130172,"Clinical Outcomes of Percutaneous Coronary Intervention in Amyloidosis, Sarcoidosis, and Hemochromatosis.",Amyloidosis,LABEL_0
39130172,"Infiltrative diseases (IDs), including amyloidosis, sarcoidosis, and hemochromatosis, are characterized by abnormal cellular infiltration in multiple organs, including the heart.",Hemochromatosis,LABEL_1
