# Parsed DOID file.
# Columns are id, name, definition, synonym.
DOID:0001816	angiosarcoma	"A vascular cancer that derives_from the cells that line the walls of blood vessels or lymphatic vessels." [url:http\://en.wikipedia.org/wiki/Hemangiosarcoma, url:https\://en.wikipedia.org/wiki/Angiosarcoma, url:https\://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3088, url:https\://www.ncbi.nlm.nih.gov/pubmed/23327728]	"hemangiosarcoma" EXACT []
DOID:0040019	D-mannitol allergy	"A drug allergy that has_allergic_trigger D-mannitol." [url:https\://www.ncbi.nlm.nih.gov/pubmed/15479277] {comment="IEDB:RV"}	"mannitol allergy" EXACT []
DOID:0040020	cefotaxime allergy	"A cephalosporin allergy that has_allergic_trigger cefotaxime." [url:https\://www.ncbi.nlm.nih.gov/pubmed/12833570] {comment="IEDB:RV"}	
DOID:0040021	cephalosporin allergy	"A drug allergy that has_allergic_trigger cephalosporin." [url:https\://www.ncbi.nlm.nih.gov/pubmed/2083978] {comment="IEDB:RV"}	
DOID:0040022	amodiaquine allergy	"A drug allergy that has_allergic_trigger amodiaquine." [url:https\://www.ncbi.nlm.nih.gov/pubmed/1959977] {comment="IEDB:RV"}	"Flavoquine allergy" EXACT []
DOID:0040023	cefaclor allergy	"A cephalosporin allergy that has_allergic_trigger cefaclor." [url:https\://www.ncbi.nlm.nih.gov/pubmed/12569987] {comment="IEDB:RV"}	"cephaclor allergy" EXACT []
DOID:0040024	ceftazidime allergy	"A cephalosporin allergy that has_allergic_trigger ceftazidime." [url:https\://www.ncbi.nlm.nih.gov/pubmed/12833570] {comment="IEDB:RV"}	"Tazicef allergy" EXACT []
DOID:0040025	cefuroxime allergy	"A cephalosporin allergy that has_allergic_trigger cefuroxime." [url:https\://www.ncbi.nlm.nih.gov/pubmed/12833570] {comment="IEDB:RV"}	"Zinacef allergy" EXACT []
DOID:0040026	chlorhexidine allergy	"A drug allergy that has_allergic_trigger chlorhexidine." [url:https\://www.ncbi.nlm.nih.gov/pubmed/10848923] {comment="IEDB:RV"}	
DOID:0040027	cyclophosphamide allergy	"A drug allergy that has_allergic_trigger cyclophosphamide." [url:https\://www.ncbi.nlm.nih.gov/pubmed/8024619] {comment="IEDB:RV"}	"cytophosphane allergy" EXACT []
DOID:0040028	succinylcholine allergy	"A drug allergy that has_allergic_trigger succinylcholine." [url:https\://www.ncbi.nlm.nih.gov/pubmed/2410473] {comment="IEDB:RV"}	"suxamethonium allergy" EXACT []
DOID:0040029	trimethoprim allergy	"A drug allergy that has_allergic_trigger trimethoprim." [url:https\://www.ncbi.nlm.nih.gov/pubmed/3377143] {comment="IEDB:RV"}	"TMP allergy" EXACT []
DOID:0040030	cefixime allergy	"A cephalosporin allergy that has_allergic_trigger cefixime." [url:https\://www.ncbi.nlm.nih.gov/pubmed/16867046] {comment="IEDB:RV"}	
DOID:0040031	diclofenac allergy	"A drug allergy that has_allergic_trigger diclofenac." [url:https\://www.ncbi.nlm.nih.gov/pubmed/21060839] {comment="IEDB:RV"}	"Voltaren allergy" EXACT []
DOID:0040032	carbapenem allergy	"A drug allergy that has_allergic_trigger carbapenems." [url:https\://www.ncbi.nlm.nih.gov/pubmed/2457043] {comment="IEDB:RV"}	
DOID:0040033	piperacillin allergy	"A beta-lactam allergy that has_allergic_trigger piperacillin." [url:https\://www.ncbi.nlm.nih.gov/pubmed/21532862] {comment="IEDB:RV"}	
DOID:0040034	rocuronium allergy	"A drug allergy that has_allergic_trigger rocuronium." [url:https\://www.ncbi.nlm.nih.gov/pubmed/17667569] {comment="IEDB:RV"}	"Zemuron allergy" EXACT []
DOID:0040035	sulfasalazine allergy	"A drug allergy that has_allergic_trigger sulfasalazine." [url:https\://www.ncbi.nlm.nih.gov/pubmed/2434548] {comment="IEDB:RV"}	
DOID:0040036	tubocurarine allergy	"A drug allergy that has_allergic_trigger tubocurarine." [url:https\://www.ncbi.nlm.nih.gov/pubmed/2215478] {comment="IEDB:RV"}	"DTC allergy" EXACT []
DOID:0040037	aztreonam allergy	"A beta-lactam allergy that has_allergic_trigger aztreonam." [url:https\://www.ncbi.nlm.nih.gov/pubmed/1991925] {comment="IEDB:RV"}	"Primbactam allergy" EXACT []
DOID:0040038	meropenem allergy	"An allergic asthma that has_allergic_trigger meropenem, a beta-lactam antibiotic." [url:https\://www.ncbi.nlm.nih.gov/pubmed/23668298] {comment="IEDB:RV"}	"Merrem allergy" EXACT []
DOID:0040040	hexamethylene diisocyanate allergic asthma	"An isocyanates allergic asthma that has_allergic_trigger hexamethylene diisocyanate." [url:https\://www.ncbi.nlm.nih.gov/pubmed/8711735] {comment="IEDB:RV"}	"allergic asthma to HMDI" EXACT []
DOID:0040041	isocyanates allergic asthma	"An allergic asthma that has_allergic_trigger isocyanates." [url:https\://www.ncbi.nlm.nih.gov/pubmed/3349596] {comment="IEDB:RV"}	
DOID:0040042	diphenylmethane-4,4'-diisocyanate allergic asthma	"An isocyanates allergic asthma that has_allergic_trigger diphenylmethane-4,4-diisocyanate." [url:https\://www.ncbi.nlm.nih.gov/pubmed/8711735] {comment="IEDB:RV"}	"allergic asthma to MDI" EXACT []
DOID:0040043	toluene meta-diisocyanate allergic asthma	"An isocyanates allergic asthma that has_allergic_trigger toluene meta-diisocyanate." [url:https\://www.ncbi.nlm.nih.gov/pubmed/11289402] {comment="IEDB:RV"}	"allergic asthma to TDI" EXACT []
DOID:0040044	methyl isocyanate allergic asthma	"An isocyanates allergic asthma that has_allergic_trigger methyl isocyanate." [url:https\://www.ncbi.nlm.nih.gov/pubmed/3622432] {comment="IEDB:RV"}	"allergic asthma to MIC" EXACT []
DOID:0040045	nickel allergic asthma	"An allergic asthma that has_allergic_trigger nickel atom." [url:https\://www.ncbi.nlm.nih.gov/pubmed/6691936] {comment="IEDB:RV"}	"allergic asthma to Ni" EXACT []
DOID:0040046	nickel allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger nickel atom." [url:https\://www.ncbi.nlm.nih.gov/pubmed/7671317] {comment="IEDB:RV"}	"allergic contact dermatitis to Ni" EXACT []
DOID:0040047	trimellitic anhydride allergic asthma	"An allergic asthma that has_allergic_trigger trimellitic anhydride." [url:https\://www.ncbi.nlm.nih.gov/pubmed/6643876] {comment="IEDB:RV"}	"allergic asthma to TMA" EXACT []
DOID:0040048	phthalic anhydride allergic asthma	"An allergic asthma that has_allergic_trigger phthalic anhydride." [url:https\://www.ncbi.nlm.nih.gov/pubmed/3711550] {comment="IEDB:RV"}	
DOID:0040049	maleic anhydride allergic asthma	"An allergic asthma that has_allergic_trigger maleic anhydride." [url:https\://www.ncbi.nlm.nih.gov/pubmed/3711550] {comment="IEDB:RV"}	"allergic asthma to MA" EXACT []
DOID:0040050	tetrachlorophthalic anhydride allergic asthma	"An allergic asthma that has_allergic_trigger tetrachlorophthalic anhydride." [url:https\://www.ncbi.nlm.nih.gov/pubmed/3711550] {comment="IEDB:RV"}	
DOID:0040051	hexahydrophthalic anhydride allergic asthma	"An allergic asthma that has_allergic_trigger hexahydrophthalic anhydride." [url:https\://www.ncbi.nlm.nih.gov/pubmed/4008795] {comment="IEDB:RV"}	"allergic asthma to HHPA" EXACT []
DOID:0040052	diphenylmethane-4,4'-diisocyanate allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger diphenylmethane-4,4-diisocyanate." [url:https\://www.ncbi.nlm.nih.gov/pubmed/6296214] {comment="IEDB:RV"}	"allergic contact dermatitis to MDI" EXACT []
DOID:0040053	cobalt allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger cobalt atom." [url:https\://www.ncbi.nlm.nih.gov/pubmed/8566016] {comment="IEDB:RV"}	"allergic contact dermatitis to Co" EXACT []
DOID:0040054	cobalt allergic asthma	"An allergic asthma that has_allergic_trigger cobalt atom." [url:https\://www.ncbi.nlm.nih.gov/pubmed/7444839] {comment="IEDB:RV"}	"Co allergic asthma" EXACT []
DOID:0040055	palladium allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger palladium." [url:https\://www.ncbi.nlm.nih.gov/pubmed/25097477] {comment="IEDB:RV"}	"allergic contact dermatitis to Pd" EXACT []
DOID:0040056	chromium allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger chromium atom." [url:https\://www.ncbi.nlm.nih.gov/pubmed/1108802] {comment="IEDB:RV"}	
DOID:0040057	benzoic acid allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger benzoic acid." [url:https\://www.ncbi.nlm.nih.gov/pubmed/25097477] {comment="IEDB:RV"}	"allergic contact dermatitis to benzoate" EXACT []
DOID:0040058	1,4-phenylenediamine allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger 1,4-phenylenediamine." [url:https\://www.ncbi.nlm.nih.gov/pubmed/8400900] {comment="IEDB:RV"}	"allergic contact dermatitis to PPD" EXACT []
DOID:0040059	potassium dichromate allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger potassium dichromate." [url:https\://www.ncbi.nlm.nih.gov/pubmed/15462465] {comment="IEDB:RV"}	
DOID:0040060	ketoprofen photoallergic dermatitis	"A photoallergic dermatitis that has_allergic_trigger ketoprofen." [url:https\://www.ncbi.nlm.nih.gov/pubmed/11169173] {comment="IEDB:RV"}	"photoallergic dermatitis to Orudis" EXACT []
DOID:0040061	remazole black respiratory allergy	"A respiratory allergy that has_allergic_trigger remazole black-GR." [url:https\://www.ncbi.nlm.nih.gov/pubmed/2312995] {comment="IEDB:RV"}	"respiratory allergy to Reactive Black 5" EXACT []
DOID:0040062	chloramine T respiratory allergy	"A respiratory allergy that has_allergic_trigger chloramine T." [url:https\://www.ncbi.nlm.nih.gov/pubmed/2758361] {comment="IEDB:RV"}	"respiratory allergy to Trichlorol" EXACT []
DOID:0040063	4-vinylcyclohexene dioxide respiratory allergy	"A respiratory allergy that has_allergic_trigger 4-vinylcyclohexene dioxide." [url:https\://www.ncbi.nlm.nih.gov/pubmed/3356477] {comment="IEDB:RV"}	"respiratory allergy to vinyl cyclohexene diepoxide" EXACT []
DOID:0040064	carvone allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger (-)-carvone." [url:https\://www.ncbi.nlm.nih.gov/pubmed/11380545] {comment="IEDB:RV"}	"allergic contact dermatitis to levo-carvone" EXACT []
DOID:0040065	quinidine allergy	"A drug allergy that has_allergic_trigger quinidine." [url:https\://www.ncbi.nlm.nih.gov/pubmed/445303] {comment="IEDB:RV"}	"Kinidin allergy" EXACT []
DOID:0040066	melphalan allergy	"A drug allergy that has_allergic_trigger melphalan." [url:https\://www.ncbi.nlm.nih.gov/pubmed/445303] {comment="IEDB:RV"}	"Alkeran allergy" EXACT []
DOID:0040067	neomycin sulfate allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger neomycin sulfate." [url:https\://www.ncbi.nlm.nih.gov/pubmed/21616561] {comment="IEDB:RV"}	"allergic contact dermatitis to neomycin sulphate" EXACT []
DOID:0040068	4-tert-butylphenol allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger 4-tert-butylphenol." [url:https\://www.ncbi.nlm.nih.gov/pubmed/8462290] {comment="IEDB:RV"}	"allergic contact dermatitis to PTBP" EXACT []
DOID:0040069	1-chloro-2,4-dinitrobenzene allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger 1-chloro-2,4-dinitrobenzene." [url:https\://www.ncbi.nlm.nih.gov/pubmed/17008874] {comment="IEDB:RV"}	"allergic contact dermatitis to DNCB" EXACT []
DOID:0040070	co-trimoxazole allergy	"A drug allergy that has_allergic_trigger co-trimoxazole." [url:https\://www.ncbi.nlm.nih.gov/pubmed/445303] {comment="IEDB:RV"}	"trimethoprim/sulfamethoxazole allergy" EXACT []
DOID:0040071	sodium aurothiomalate allergy	"A drug allergy that has_allergic_trigger sodium aurothiomalate." [url:https\://www.ncbi.nlm.nih.gov/pubmed/445303] {comment="IEDB:RV"}	"gold sodium thiomalate allergy" EXACT []
DOID:0040072	parthenolide allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger parthenolide." [url:https\://www.ncbi.nlm.nih.gov/pubmed/17986299] {comment="IEDB:RV"}	"allergic contact dermatitis to feverfew" EXACT []
DOID:0040073	disodium cromoglycate allergy	"A drug allergy that has_allergic_trigger disodium cromoglycate." [url:https\://www.ncbi.nlm.nih.gov/pubmed/3128591] {comment="IEDB:RV"}	"DSCG allergy" EXACT []
DOID:0040074	formaldehyde allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger formaldehyde." [url:https\://www.ncbi.nlm.nih.gov/pubmed/7902023] {comment="IEDB:RV"}	"allergic contact dermatitis to formalin" EXACT []
DOID:0040075	benzo[d]isothiazol-3-one allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger benzo[d]isothiazol-3-one." [url:https\://www.ncbi.nlm.nih.gov/pubmed/6446435] {comment="IEDB:RV"}	"allergic contact dermatitis to BIT" EXACT []
DOID:0040076	phthalyl group allergy	"A drug allergy that has_allergic_trigger phthalyl group." [url:https\://www.ncbi.nlm.nih.gov/pubmed/7400667] {comment="IEDB:RV"}	"phthalyl allergy" EXACT []
DOID:0040077	alcuronium bromide allergy	"A drug allergy that has_allergic_trigger alcuronium bromide." [url:https\://www.ncbi.nlm.nih.gov/pubmed/2215478] {comment="IEDB:RV"}	
DOID:0040078	gallamine allergy	"A drug allergy that has_allergic_trigger gallamine." [url:https\://www.ncbi.nlm.nih.gov/pubmed/2215478] {comment="IEDB:RV"}	
DOID:0040079	2,4-dinitrophenyl allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger 2,4-dinitrophenyl group." [url:https\://www.ncbi.nlm.nih.gov/pubmed/17008874] {comment="IEDB:RV"}	"allergic contact dermatitis to DNP" EXACT []
DOID:0040080	patent blue V allergy	"A drug allergy that has_allergic_trigger patent blue V." [url:https\://www.ncbi.nlm.nih.gov/pubmed/19804438] {comment="IEDB:RV"}	
DOID:0040081	acid anhydride respiratory allergy	"A respiratory allergy that has_allergic_trigger acid anhydride." [url:https\://www.ncbi.nlm.nih.gov/pubmed/6643876] {comment="IEDB:RV"}	
DOID:0040082	oxirane allergy	"A drug allergy that has_allergic_trigger oxirane." [url:https\://www.ncbi.nlm.nih.gov/pubmed/3932500] {comment="IEDB:RV"}	"ETO allergy" EXACT []
DOID:0040083	Chlamydia pneumonia	"A bacterial pneumonia has_material_basis_in Chlamydia pneumoniae." [url:https\://www.ncbi.nlm.nih.gov/pubmed/16831205] {comment="IEDB:RV"}	
DOID:0040084	Streptococcus pneumonia	"A bacterial pneumonia has_material_basis_in Streptococcus pneumoniae." [url:https\://www.ncbi.nlm.nih.gov/pubmed/26396191] {comment="IEDB:RV"}	
DOID:0040085	bacterial sepsis	"A bacterial infectious disease has_material_basis_in Bacteria." [url:https\://www.ncbi.nlm.nih.gov/pubmed/20421654] {comment="IEDB:RV"}	
DOID:0040086	Polyomavirus-associated nephropathy	"A viral infectious disease has_material_basis_in BK polyomavirus." [url:https\://www.ncbi.nlm.nih.gov/pubmed/16537617] {comment="IEDB:RV"}	"PVAN" EXACT []
DOID:0040087	autoimmune peripheral neuropathy	"An autoimmune disease of peripheral nervous system that results in peripheral neuropathy." [url:https\://www.ncbi.nlm.nih.gov/pubmed/7693874] {comment="IEDB:RV"}	
DOID:0040088	autoimmune uveitis	"An autoimmune disease of eyes, ear, nose and throat that is located_in the uvea." [url:https\://www.ncbi.nlm.nih.gov/pubmed/12938234] {comment="IEDB:RV"}	
DOID:0040089	autoimmune optic neuritis	"An autoimmune disease of peripheral nervous system that is located_in the neuron projection bundle connecting eye with brain." [url:https\://www.ncbi.nlm.nih.gov/pubmed/7516573] {comment="IEDB:RV"}	
DOID:0040090	autoimmune gastritis	"An autoimmune disease of gastrointestinal tract that is located_in the stomach." [url:https\://www.ncbi.nlm.nih.gov/pubmed/12645953] {comment="IEDB:RV"}	
DOID:0040091	autoimmune pancreatitis	"An autoimmune disease of endocrine system that is located_in the pancreas." [url:https\://www.ncbi.nlm.nih.gov/pubmed/19940298] {comment="IEDB:RV"}	
DOID:0040092	juvenile ankylosing spondylitis	"An autoimmune disease of musculoskeletal system that is an ankylosing spondylitis with onset during childhood." [url:https\://www.ncbi.nlm.nih.gov/pubmed/7541736] {comment="IEDB:RV"}	
DOID:0040093	drug-induced lupus erythematosus	"A lupus erythematosus caused by chronic use of certain drugs." [url:https\://www.ncbi.nlm.nih.gov/pubmed/1378852] {comment="IEDB:RV"}	"DILE" EXACT []
DOID:0040094	autoimmune glomerulonephritis	"An autoimmune disease of urogenital tract that is located_in the renal glomerulus." [url:https\://www.ncbi.nlm.nih.gov/pubmed/8809141] {comment="IEDB:RV"}	
DOID:0040095	autoimmune cardiomyopathy	"An autoimmune disease of cardiovascular system that is characterized by deterioration of the function of the heart muscle." [url:https\://www.ncbi.nlm.nih.gov/pubmed/10762456] {comment="IEDB:RV"}	
DOID:0040096	autoimmune atherosclerosis	"An autoimmune disease of cardiovascular system that is characterized by a build up of plaque in the arteries." [url:https\://www.ncbi.nlm.nih.gov/pubmed/17097662] {comment="IEDB:RV"}	
DOID:0040097	autoimmune vasculitis	"An autoimmune disease of cardiovascular system that is characterized by inflammation of the blood vessels." [url:https\://www.ncbi.nlm.nih.gov/pubmed/23549081] {comment="IEDB:RV"}	
DOID:0040098	pemphigus gestationis	"A pemphigus that is characterized by blistered skin as a result of self-reactive T and B cells that target BP180." [url:https\://www.ncbi.nlm.nih.gov/pubmed/16552711] {comment="IEDB:RV"}	
DOID:0040099	livedoid vasculitis	"A vasculitis with purpuric ulcers." [url:https\://www.ncbi.nlm.nih.gov/pubmed/10925314] {comment="IEDB:RV"}	"livedoid vasculopathy" EXACT []
DOID:0040100	Hirata disease	"An autoimmune disease of endocrine system characterized by hypoglycemia caused by antibodies to insulin." [url:https\://www.ncbi.nlm.nih.gov/pubmed/10445096] {comment="IEDB:RV"}	"insulin autoimmune syndrome" EXACT []
DOID:0040101	N,N'-diphenylthiourea allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger N,N-diphenylthiourea." [url:https\://www.ncbi.nlm.nih.gov/pubmed/28295200] {comment="IEDB:RV"}	"neoprene allergy" EXACT []
DOID:0040102	N,N'-diethylthiourea allergic contact dermatitis	"An allergic contact dermatitis that has_allergic_trigger N,N-diethylthiourea." [url:https\://www.ncbi.nlm.nih.gov/pubmed/28295200] {comment="IEDB:RV"}	"neoprene allergy" EXACT []
DOID:0040103	cefotiam allergy	"A cephalosporin allergy that has_allergic_trigger cefotiam." [url:https\://www.ncbi.nlm.nih.gov/pubmed/28543395] {comment="IEDB:RV"}	
DOID:0040104	toluene 2,4-diisocyanate allergic asthma	"A toluene meta-diisocyanate allergic asthma that has_allergic_trigger toluene 2,4-diisocyanate." [url:https\://www.ncbi.nlm.nih.gov/pmc/articles/PMC3194110/] {comment="IEDB:RV"}	
DOID:0050001	obsolete Actinomadura madurae infectious disease		
DOID:0050002	obsolete Actinomadura pelletieri infectious disease		
DOID:0050003	obsolete Streptomyces somaliensis infectious disease		
DOID:0050004	seminal vesicle acute gonorrhea	"A gonococcal seminal vesiculitis that is characterized by back pain, perineal pain, pain with ejaculation, hematospermia and voiding symptoms resulting from inflammation located_in the seminal vesicles caused by Neisseria gonorrhoeae infection." [url:https\://en.wikipedia.org/wiki/Seminal_vesicle#Inflammation]	
DOID:0050007	obsolete cutaneous strongyloidiasis	"A strongyloidiasis that involves parasitic infection by the filariform larvae of Strongyloides stercoralis, which penetrate the human skin causing urticarial rashes in the buttocks and waist areas." []	
DOID:0050009	obsolete intestinal strongyloidiasis	"A strongyloidiasis that involves infection of intestine with Strongyloides stercoralis, which results in abdominal pain, diarrhea, ileus, massive gastrointestinal bleeding, severe malabsorption, and peritonitis." [url:http\://www.dpd.cdc.gov/DPDx/HTML/Strongyloidiasis.htm, url:http\://www.merck.com/mmpe/sec14/ch182/ch182i.html?qt=strongyloidiasis&alt=sh]	
DOID:0050010	obsolete Mansonella perstans infectious disease	"A mansonelliasis that involves parasitic infection by the nematode Mansonella perstans, which resides in body cavities and the surrounding tissues causing angioedema, pruritus, fever, headaches, arthralgias, and neurologic manifestations. Midges transmit the disease." [url:http\://www.dpd.cdc.gov/dpdx/HTML/Filariasis.htm]	
DOID:0050011	obsolete Mansonella streptocerca infectious disease	"A mansonelliasis that involves parasitic infection by the nematode Mansonella streptocerca, which resides in the dermis and subcutaneous tissue causing pruritus, papular eruptions and pigmentation changes. Midges transmit the disease." [url:http\://www.dpd.cdc.gov/dpdx/HTML/Filariasis.htm]	
DOID:0050012	chikungunya	"A viral infectious disease that results_in infection located_in joint, has_material_basis_in Chikungunya virus, which is transmitted_by Aedes mosquito bite. The infection has_symptom fever, has_symptom arthralgia, and has_symptom maculopapular rash." [url:http\://en.wikipedia.org/wiki/Chikungunya_virus]	"Chikungunya fever" EXACT []
DOID:0050013	obsolete carbohydrate metabolism disease	"An acquired metabolic disease that is characterized by abnormal carbohydrate metabolism." [url:http\://www.nlm.nih.gov/medlineplus/metabolicdisorders.html]	
DOID:0050014	obsolete epizootic hemorrhagic disease	"A viral infectious disease that results_in infection in deer, has_material_basis_in Epizootic hemorrhagic disease virus, which is transmitted_by Culicoides biting midges. The infection has_symptom hemorrhages in many tissues including the skin, heart, and gastrointestinal tract, and has_symptom ulcers of the tongue, dental pad, palate, rumen, and omasum." [url:http\://www.cfsph.iastate.edu/Factsheets/pdfs/epizootic_hemorrhagic_disease.pdf]	"EHD" RELATED []
DOID:0050015	obsolete Rocio virus encephalitis	"A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in Rocio virus, which is transmitted_by Psorophora ferox and transmitted_by Aedes species of mosquitoes. The infection has_symptom abdominal distension, has_symptom confusion, has_symptom motor impairment, has_symptom difficulty in walking and maintaining balance, has_symptom meningeal irritation, and has_symptom cerebellar syndrome." [url:http\://books.google.com/books?id=5O0somr0w18C&pg=RA1-PA1198&lpg=RA1-PA1198&dq#v=onepage&q=&f=false, url:http\://www.ncbi.nlm.nih.gov/sites/entrez/17622628, url:http\://www.scielo.br/pdf/rsp/v20n3/01.pdf]	
DOID:0050024	obsolete Ehrlichia ewingii ehrlichiosis		
DOID:0050025	human granulocytic anaplasmosis	"An ehrlichiosis that results in infection located in granular leukocyte, has_material_basis_in Anaplasma phagocytophilum, which is transmitted by lone star tick (Amblyomma americanum). The infection has symptom headache, has symptom muscle aches, has symptom fatigue, has symptom fever and has symptom rash." [url:https\://www.ncbi.nlm.nih.gov/pubmed/25999228]	"human granulocytic ehrlichiosis" EXACT []
DOID:0050026	human monocytic ehrlichiosis	"An ehrlichiosis that results in infection located in monocyte or located in macrophage, has_material_basis_in Ehrlichia chaffeensis, which is transmitted by black-legged tick (Ixodes scapularis), transmitted by western black-legged tick (Ixodes pacificus) or transmitted by castor bean tick (Ixodes ricinus). The infection has symptom headache, has symptom muscle aches, has symptom fatigue, has symptom fever and has symptom rash." [url:https\://rarediseases.org/rare-diseases/human-monocytic-ehrlichiosis-hme/]	"Ehrlichiosis chafeensis" RELATED []
